id,title,vote_average,vote_count,status,release_date,revenue,runtime,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords
628900,The Contractor,6.4,748,Released,2022-03-10,2122288,103,/figlwUsXXFehX3IebdjqNLV6vWk.jpg,0,https://www.paramountmovies.com/movies/the-contractor,tt10323676,en,The Contractor,"After being involuntarily discharged from the U.S. Special Forces, James Harper decides to support his family by joining a private contracting organization alongside his best friend and under the command of a fellow veteran. Overseas on a covert mission, Harper must evade those trying to kill him while making his way back home.",33.067,https://image.tmdb.org/t/p/w500/rJPGPZ5soaG27MK90oKpioSiJE2.jpg,The mission is not what it seems.,"Action, Adventure, Thriller","Thunder Road, 30WEST, STX Films, Ingenious Media, Icon Films","United Kingdom, United States of America",English,"mission, veteran, airborne ranger"
9824,Mystery Men,5.82,748,Released,1999-08-06,29762011,121,/mjPIaHzVDWBqTQJoLAmZEL21REv.jpg,68000000,,tt0132347,en,Mystery Men,"When Champion City's hero Captain Amazing is kidnapped by the recently paroled supervillain Casanova Frankenstein, a trio of average, everyday superheroes -- Mr. Furious, the Shoveler and the Blue Raja -- assemble a new super team to save him.",13.729,https://image.tmdb.org/t/p/w500/3O2uzpG97ndCeAWgS22rNB2xL6N.jpg,"We're not your classic heroes, we're the other guys.","Adventure, Fantasy, Action, Comedy, Science Fiction","Universal Pictures, Golar Productions, Dark Horse Entertainment",United States of America,English,"bowling, hostage, superhero, sphinx, training, insane asylum, based on comic, casanova, tools, spoof, shovel, disco, superhero spoof, invisible person, super villain, invisibility, bowling ball, evil genius, good versus evil"
10152,Dumb and Dumberer: When Harry Met Lloyd,4.162,748,Released,2003-04-14,39267515,85,/e2Ppz6IQcukpqyYYJsRkWcsGXvT.jpg,19000000,,tt0329028,en,Dumb and Dumberer: When Harry Met Lloyd,"This wacky prequel to the 1994 blockbuster goes back to the lame-brained Harry and Lloyd's days as classmates at a Rhode Island high school, where the unprincipled principal puts the pair in remedial courses as part of a scheme to fleece the school.",15.971,https://image.tmdb.org/t/p/w500/qxD6P3UXASFCdbrVavceZzgOfI9.jpg,The evolution of dumb...,Comedy,New Line Cinema,United States of America,English,"friendship, skateboarding, adoption, fate"
355338,Riley's First Date?,7.134,748,Released,2015-11-03,0,5,/aYUXYxppBtUJgDW1ahAlO2sEVsq.jpg,0,,tt4941804,en,Riley's First Date?,"Riley, now 12, who is hanging out with her parents at home when potential trouble comes knocking. Mom's and Dad's Emotions find themselves forced to deal with Riley going on her first ""date.""",19.256,https://image.tmdb.org/t/p/w500/cGLwfmLqg39822RFQMUDat0UJev.jpg,,"Animation, Family",Pixar,United States of America,English,"parent child relationship, rock music, boyfriend, first date, emotions, overprotective father, short film"
8849,Alfie,5.792,747,Released,2004-10-22,35060882,103,/9rUm2BLv0G9OcShEsSiS5nKC7C9.jpg,60000000,,tt0375173,en,Alfie,"In Manhattan, the British limousine driver Alfie is surrounded by beautiful women, having one night stands with all of them and without any sort of commitment. His best friends are his colleague Marlon and his girl-friend Lonette. Alfie has a brief affair with Lonette, and the consequences force Alfie to reflect on his lifestyle.",15.451,https://image.tmdb.org/t/p/w500/dvKvkoc2d06cOSheq5hQ7G4FJJX.jpg,Meet a man who never met a woman he didn't love.,"Comedy, Drama, Romance","Patalex Productions, Paramount","United Kingdom, United States of America",English,"new york city, cheating, flirt, lover, older woman seduces younger guy, playboy, remake, breaking the fourth wall"
172533,Drinking Buddies,5.928,747,Released,2013-08-23,343341,90,/d8CHsjcTWV7HylrAXdR9UtY3HFG.jpg,0,http://www.magpictures.com/drinkingbuddies,tt2265398,en,Drinking Buddies,"Weekend trips, office parties, late night conversations, drinking on the job, marriage pressure, biological clocks, holding eye contact a second too long… you know what makes the line between “friends” and “more than friends” really blurry? Beer.",13.894,https://image.tmdb.org/t/p/w500/iunbsMWtkwfrtRzU7hdCHhPjjJf.jpg,A comedy about knowing when to say when.,"Romance, Drama, Comedy","Burn Later Productions, MJW Films",United States of America,English,"co-workers relationship, relationship, mumblecore, independent film"
11077,Problem Child,6.016,747,Released,1990-07-27,72000000,81,/rpG7ENvaZz5IKsPjG4pndiXq9ij.jpg,10000000,,tt0100419,en,Problem Child,"Ben Healy and his social climbing wife Flo adopt fun-loving seven year old Junior. But they soon discover he's a little monster as he turns a camping trip, a birthday party and even a baseball game into comic nightmares.",19.216,https://image.tmdb.org/t/p/w500/kgckcpAiBrI5l78MrxCw2ZakycU.jpg,Attila the Hun. Ivan the Terrible. Al Capone. They were all seven once.,"Comedy, Family","Universal Pictures, Imagine Entertainment",United States of America,"Spanish, English","ransom, kidnapping, orphanage, foster parents, dark comedy, child hero, baby-snatching, spoiled child, slapstick comedy, pflegesohn, serial killer, problem child, mischievous child, neighborhood, child, 1990s"
12160,Wyatt Earp,6.768,747,Released,1994-06-24,25052000,191,/gypNgEwOqchc5cLCYtcwlViDUH8.jpg,63000000,,tt0111756,en,Wyatt Earp,"From Wichita to Dodge City, to the O.K. Corral in Tombstone, Wyatt Earp is taught that nothing matters more than family and the law. Joined by his brothers and Doc Holliday, Earp wages war on the dreaded Clanton and McLaury gangs.",18.704,https://image.tmdb.org/t/p/w500/51LItgyecu2KMAtIchYogEykCIu.jpg,The epic story of love and adventure in a lawless land.,"Western, Drama, Action, Adventure","Paragon Entertainment Corp., Tig Productions, Kasdan Pictures, Warner Bros. Pictures",United States of America,English,"gunslinger, sheriff, gambling, deputy sheriff, arizona, wretch, historical figure, wyatt earp, doc holliday, tombstone arizona, 19th century, ok corral"
465003,The Red Sea Diving Resort,6.846,746,Released,2019-07-28,0,130,/7XI3DfxdQwvgXTCx29fglvcirQP.jpg,0,https://www.netflix.com/title/80240537,tt4995776,en,The Red Sea Diving Resort,"Sudan, East Africa, 1980. A team of Israeli Mossad agents plans to rescue and transfer thousands of Ethiopian Jews to Israel. To do so, and to avoid raising suspicions from the inquisitive and ruthless authorities, they establish as a cover a fake diving resort by the Red Sea.",12.693,https://image.tmdb.org/t/p/w500/bTgd1QQFTKdxESevtffAvIvCnz2.jpg,In the 1980s one partnership saved thousands of lives,"Drama, Thriller, History","Bron Studios, EMJAG Productions, G. Raff, Creative Wealth Media Finance","Canada, United States of America","Italian, English, Arabic","israel, mossad, refugee camp, ethiopia, sudan, based on true story, 1980s, rescue operation, jewish history, african history, ethiopian jews"
11804,White Noise,5.535,746,Released,2005-01-07,91196419,101,/71X982Z2hHTRSc2Ez70cpgeGuVu.jpg,10000000,,tt0375210,en,White Noise,"An architect's desire to speak with his wife from beyond the grave using EVP (Electronic Voice Phenomenon), becomes an obsession with supernatural repercussions.",12.2,https://image.tmdb.org/t/p/w500/8G5OKXjO5iQkuHAgysWRV1bUs1R.jpg,The line separating the living from the dead has been crossed.,"Drama, Horror, Thriller","White Noise UK Ltd., Universal Pictures, Brightlight Pictures, Endgame Entertainment, Gold Circle Films, The Movie Network, Corus Entertainment, Chum Television, Senator International","Canada, United Kingdom, United States of America",English,"obsession, supernatural, wheelchair, paranormal phenomena, lifting person in air, inspector, loss, time, remote control, death, waterfront, audio cassette, logbook, electronic voice phenomena, near miss, bedridden"
318224,Going Clear: Scientology and the Prison of Belief,7.611,745,Released,2015-01-25,0,119,/29VoISagzOfJcuuhFzKQg9ZmEUU.jpg,0,http://www.hbo.com/documentaries/going-clear/,tt4257858,en,Going Clear: Scientology and the Prison of Belief,"GOING CLEAR intimately profiles eight former members of the Church of Scientology, shining a light on how they attract true believers and the things they do in the name of religion.",11.187,https://image.tmdb.org/t/p/w500/zWHQYR9srde9nZjU6Dot8qTjoni.jpg,,Documentary,"Sky Atlantic, Jigsaw Productions, HBO Documentary Films",United States of America,English,"cult, scientology, cienciología, secta"
9966,The Messengers,5.699,745,Released,2007-02-02,55060212,90,/7S6lCJ9ztPUY63mztz0g6toufsj.jpg,16000000,,tt0425430,en,The Messengers,"When the Solomons trade in the craziness of big-city life for the quiet of a North Dakota farm, little do they expect the nightmare that follows. Soon after arriving, teenage Jess (Kristen Stewart) and her younger brother see terrifying apparitions and endure attacks from a supernatural source. Jess must warn her disbelieving family before it is too late to save them.",14.524,https://image.tmdb.org/t/p/w500/kLmurNcnkmdPahLc6HKQjX3EHed.jpg,There is evidence to suggest that children are highly susceptible to paranormal phenomena. They see what adults cannot. They believe what adults deny. And they are trying to warn us.,"Mystery, Thriller, Horror","Screen Gems, Ghost House Pictures, Columbia Pictures, Blue Star Pictures, Scarecrow Productions, Mandate Pictures",United States of America,English,"child murder, north dakota, little boy, rural area, sunflower, raven, death threat"
9425,Soldier,6.409,745,Released,1998-10-23,14594226,99,/eYrjffVvcc0MEgy9RcquvWyBGtQ.jpg,75000000,http://www.wb-soldier.com/,tt0120157,en,Soldier,"Sergeant Todd is a veteran soldier for an elite group of the armed forces. After being defeated by a new breed of genetically engineered soldiers, he is dumped on a waste planet and left for dead. He soon interacts with a group of crash survivors who lead out a peaceful existence. The peace is broken as the new soldiers land on the planet to eliminate the colony, which Sergeant Todd must defend.",18.605,https://image.tmdb.org/t/p/w500/rYy5m4nnjdlvB6dyGkP9ELZbUZz.jpg,"Left for dead on a remote planet for obsolete machines and people, a fallen hero has one last battle to fight","Science Fiction, Action","Impact Pictures, Jerry Weintraub Productions, Morgan Creek, Warner Bros. Pictures",United States of America,English,"spacecraft, space marine, showdown, war veteran, fight, dystopia, space travel, alien planet, battlefield, space western, soldier, fictional war, military, future war, genetic engineering, action hero, outer space, spaceship"
583689,Moxie,7.375,745,Released,2021-03-03,0,111,/aKIrKbszS7Kq0aTGTCRTYMp1EDX.jpg,0,https://www.netflix.com/title/81078393,tt6432466,en,Moxie,"Inspired by her mom's rebellious past and a confident new friend, a shy 16-year-old publishes an anonymous zine calling out sexism at her school.",12.445,https://image.tmdb.org/t/p/w500/aLBo1Ca9PggcWY98ItW5ZkdxTuA.jpg,Find your voice.,"Comedy, Drama, Music",Paper Kite Productions,United States of America,English,"based on novel or book, woman director"
528085,2067,5.32,744,Released,2020-10-01,0,114,/5UkzNSOK561c2QRy2Zr4AkADzLT.jpg,0,,tt1918734,en,2067,"A lowly utility worker is called to the future by a mysterious radio signal, he must leave his dying wife to embark on a journey that will force him to face his deepest fears in an attempt to change the fabric of reality and save humankind from its greatest environmental crisis yet.",21.44,https://image.tmdb.org/t/p/w500/7D430eqZj8y3oVkLFfsWXGRcpEG.jpg,The fight for the future has begun.,"Science Fiction, Thriller","Arcadia, KOJO Entertainment, Elevate Production Finance, Futurism Studios, Rocketboy",Australia,English,"climate change, time travel, deforestation, 2060s, extinct plants, synthetic oxygen"
12689,"Angus, Thongs and Perfect Snogging",6.438,744,Released,2008-07-25,14924998,100,/4FmtbkjHHdZRlsaceN8JeFQ8nE3.jpg,0,http://www.angusthongsmovie.com/intl/uk/,tt0963743,en,"Angus, Thongs and Perfect Snogging","Georgia Nicolson is fourteen, lives with nosey parents who don't understand her, an annoying three year old sister and has to wear a beret to school. She would, however, rather be blonde, have a smaller nose and a boyfriend. Revolving around her hilarious journal entries, prepare to be engulfed in the world of the soaring joys and bottomless angst of being a teenager.",15.745,https://image.tmdb.org/t/p/w500/3WLMr49X84qGiFn1pkCyhS5SEBZ.jpg,"Georgia Nicholson is not mental, but her life is.","Comedy, Drama, Family, Romance","Stella-del-Süd, Nickelodeon Movies, Paramount",United Kingdom,"English, Spanish","puberty, adolescence, based on novel or book, becoming an adult, parent child relationship, move, precocity, coming of age, snogging, woman director, based on young adult novel"
1879,Guess Who's Coming to Dinner,7.568,744,Released,1967-12-11,56666667,108,/iSxiA5ZwJcLtnpBwB74fdGU2CBW.jpg,4000000,,tt0061735,en,Guess Who's Coming to Dinner,A couple's attitudes are challenged when their daughter brings home a fiancé who is black.,16.738,https://image.tmdb.org/t/p/w500/fkHeYWahNbhxhuLefaAg553lYo5.jpg,A love story of today.,"Drama, Comedy, Romance","Stanley Kramer Productions, Columbia Pictures",United States of America,English,"marriage proposal, san francisco, california, vacation, ruling class, interracial relationship, dinner, doctor, art gallery, widower, miscegenation, publisher"
9703,The Last Legion,5.611,744,Released,2007-04-19,25303038,102,/tgaMo8q1HpGTbtpmJm8TYKTpOr4.jpg,67000000,,tt0462396,en,The Last Legion,"As the Roman empire crumbles, young Romulus Augustus flees the city and embarks on a perilous voyage to Britain to track down a legion of supporters.",17.911,https://image.tmdb.org/t/p/w500/k2jaEoOsTEMqSskBJm3gfcuxNEc.jpg,The end of an empire...the beginning of a legend.,"Action, Adventure, Fantasy, War","Dino De Laurentiis Company, Quinta Communications, Zephyr Films, Nimar Studios, Ingenious Media","Bulgaria, France, United Kingdom, United States of America",English,"roman empire, sword, emperor, druid, ancient rome, western roman empire, ancient world, excalibur, 1st century, britannia"
1683,The Reaping,5.683,744,Released,2007-04-05,62771059,99,/4eakTJuJD3sRGfv1qVWW46iPq82.jpg,40000000,http://www.thereapingmovie.com,tt0444682,en,The Reaping,"Katherine Morrissey, a former Christian missionary, lost her faith after the tragic deaths of her family. Now she applies her expertise to debunking religious phenomena. When a series of biblical plagues overrun a small town, Katherine arrives to prove that a supernatural force is not behind the occurrences, but soon finds that science cannot explain what is happening. Instead, she must regain her faith to combat the evil that waits in a Louisiana swamp.",17.261,https://image.tmdb.org/t/p/w500/o8Vl4Vxp5LBth9J6Aa3k6PAefxt.jpg,What Hath God Wrought?,Horror,"Dark Castle Entertainment, Chime Films, Eyetronics, Village Roadshow Pictures, Warner Bros. Pictures",United States of America,"Spanish, English","faith, christianity, missionary, river, miracle, bible, louisiana, swamp, religion, skepticism, biblical plagues, locust, plague, religious horror"
266,Contempt,7.075,743,Released,1963-10-29,528428,103,/eRt6jqwUBhl4oCpEYXJP1irqwjU.jpg,900000,,tt0057345,fr,Le Mépris,"A philistine in the art film business, Jeremy Prokosch is a producer unhappy with the work of his director. Prokosch has hired Fritz Lang to direct an adaptation of ""The Odyssey,"" but when it seems that the legendary filmmaker is making a picture destined to bomb at the box office, he brings in a screenwriter to energize the script. The professional intersects with the personal when a rift develops between the writer and his wife.",28.027,https://image.tmdb.org/t/p/w500/kNElbRcp4Qz6wmJ9kH5vdY004Hq.jpg,,Drama,"Rome Paris Films, Les Films Concordia, Compagnia Cinematografica Champion","France, Italy","English, French, German, Italian","jealousy, based on novel or book, villa, love triangle, italy, movie business, capri, screenwriter, car crash, divorce"
272878,Max,7.164,743,Released,2015-06-26,43967255,111,/phB8F1XeMhBEk6CbKMYgm6SIphi.jpg,20000000,,tt3369806,en,Max,A dog that helped soldiers in Afghanistan returns to the U.S. and is adopted by his handler's family after suffering a traumatic experience.,14.306,https://image.tmdb.org/t/p/w500/d3ACos3t4YwXML8keTA0wKN8e36.jpg,Best Friend. Hero. Marine.,"Adventure, Drama, Family","Reel Chefs Catering, Sunswept Entertainment, Metro-Goldwyn-Mayer, Warner Bros. Pictures",United States of America,English,"rescue, afghanistan, based on true story, betrayal, dog, grieving, pets"
11219,The Trouble with Harry,7.003,743,Released,1955-10-03,7000000,99,/i5MaRm0FsJIpXVLAvrMsMt5YQ5p.jpg,1200000,,tt0048750,en,The Trouble with Harry,"When a local man's corpse appears on a nearby hillside, no one is quite sure what happened to him. Many of the town's residents secretly wonder if they are responsible, including the man's ex-wife, Jennifer, and Capt. Albert Wiles, a retired seaman who was hunting in the woods where the body was found. As the no-nonsense sheriff gets involved and local artist Sam Marlowe offers his help, the community slowly unravels the mystery.",11.329,https://image.tmdb.org/t/p/w500/uUXLq7fEG3hI46ZFMZzgHj11S6S.jpg,The UNEXPECTED From HITCHCOCK!,"Comedy, Mystery, Thriller","Alfred J. Hitchcock Productions, Paramount",United States of America,English,"small town, based on novel or book, painting, black humor, dead body, falling in love, corpse, hunting, vermont, autumn, murder mystery, exhumation, sudden death, whodunnit"
2057,Original Sin,6.075,743,Released,2001-05-08,35402320,118,/yZvCpMjiqbwyJ0RrS9m3SqmELVv.jpg,42000000,,tt0218922,en,Original Sin,"A young man is plunged into a life of subterfuge, deceit and mistaken identity in pursuit of a femme fatale whose heart is never quite within his grasp",33.784,https://image.tmdb.org/t/p/w500/xvTtsdvvVr1NYlVJxWZibzhaEt5.jpg,This is not a love story – it's a story about love.,"Thriller, Drama, Mystery, Romance","Epsilon Motion Pictures, Via Rosa Productions, Di Novi Pictures, Intermedia Films, UGC DA International, Metro-Goldwyn-Mayer, Hyde Park Films","France, United States of America","English, Japanese, Latin, German, Spanish","cuba, lover (female), eroticism, coffee grower, sin, denunciation, erotic thriller"
441282,Night Hunter,6.5,742,Released,2019-08-29,1012932,95,/8knaRrDd1FM1pbSLaViEQSxodi5.jpg,0,https://www.palmstar.com/projects/2019/09/06/night-hunter,tt6533240,en,Night Hunter,A Minnesota police officer crosses paths with a committed and tireless vigilante as he follows the trail of a ruthless predator responsible for several abductions and murders.,18.144,https://image.tmdb.org/t/p/w500/vVYU0x9FRpiJNX7c54ciFnRBVYG.jpg,When the predator becomes the prey,"Drama, Thriller","Arcola Entertainment, Arise Pictures, Buffalo Gal Pictures, Fortitude International, PalmStar Media","Canada, United Kingdom, United States of America",English,"minnesota, vigilante, serial killer, co-workers relationship, tragic past, ex-husband ex-wife relationship, father daughter relationship"
34636,The NeverEnding Story II: The Next Chapter,5.716,742,Released,1990-10-25,16283667,89,/22328gc644F4pZn30nWPPUo4I93.jpg,32000000,,tt0100240,en,The NeverEnding Story II: The Next Chapter,"Once again, Bastian is transported to the world of Fantasia which he recently managed to save from destruction. However, the land is now being destroyed by an evil sorceress, Xayide, so he must join up with Atreyu and face the Emptiness once more.",24.001,https://image.tmdb.org/t/p/w500/bRSLCuO2B6owYBtUwGYGqWZCVo6.jpg,Begin an all new adventure as a young boy returns to a world of wonder on the wings of his imagination.,"Drama, Family, Fantasy, Adventure","Dieter Geissler Filmproduktion, Bavaria Film, Cinevox Filmproduktion GmbH, Warner Bros. Pictures","Germany, United States of America",English,"sequel, dragon, based on children's book, reading, fantasy world, giant, sorceress, fear of heights"
10651,The Dead Pool,6.261,742,Released,1988-07-13,37903295,91,/vMeIYrazqkcESPW7IGAUXbnKbzI.jpg,20000000,,tt0094963,en,The Dead Pool,"Dirty Harry Callahan returns for his final film adventure. Together with his partner Al Quan, he must investigate the systematic murder of actors and musicians. By the time Harry learns that the murders are a part of a sick game to predict the deaths of celebrities before they happen, it may be too late...",18.393,https://image.tmdb.org/t/p/w500/mqwGpW0Ptrvz1GmfCnLAOA4cQ8g.jpg,Dirty Harry Just Learned A New Game.,"Action, Crime, Thriller","Malpaso Productions, Warner Bros. Pictures",United States of America,English,"prison, police, hitman, fight, media, gun, gangster, detective, chinatown, stalker, sequel, murder, mafia, reporter, explosion, neo-noir"
15648,The Perfect Man,6.051,742,Released,2005-06-17,0,100,/5pgb490RHuth6YV2dYU1YsMEJEt.jpg,0,http://www.watchvideoseries.com/movies/the-perfect-man-2005/,tt0380623,en,The Perfect Man,"Holly is tired of moving every time her mom Jean breaks up with yet another second-rate guy. To distract her mother from her latest bad choice, Holly conceives the perfect plan for the perfect man, an imaginary secret admirer who will romance Jean and boost her self-esteem.",12.487,https://image.tmdb.org/t/p/w500/8cE4xZkmE7NkWcgNk8A6dZ7Ou6Q.jpg,Is it all too good to be true?,"Comedy, Drama, Family, Romance",Universal Pictures,United States of America,"English, German","high school, adolescence, mother, e-mail, man woman relationship, romance, single, suitor, matchmaking, teen movie, relationship, single mother, family, secret admirer, online dating, catfishing, perfect man, mother daughter relationship"
9626,Red Sonja,5.28,742,Released,1985-04-09,6948633,89,/dmm4IYzNH3U8pPHP3WZJm05DOey.jpg,17900000,,tt0089893,en,Red Sonja,"The tyrant Gedren seeks the total power in a world of barbarism. She raids the city Hablac and kills the keeper of a talisman that gives her great power. Red Sonja, sister of the keeper, sets out with her magic sword to overthrow Gedren.",21.372,https://image.tmdb.org/t/p/w500/qYJFrmSjy0HpzmvnIuGpuFUzXbs.jpg,A woman and a warrior that became a legend.,"Adventure, Fantasy, Action","Famous Films (II), Dino De Laurentiis Company, Metro-Goldwyn-Mayer","Netherlands, United States of America",English,"epic, monster, swordplay, villainess, queen, talisman, based on comic, warrior, high fantasy, sword and sorcery"
501,Grizzly Man,7.511,742,Released,2005-08-12,0,103,/hAlB9MaamrP1eDhGA4AkjSAPxAf.jpg,0,,tt0427312,en,Grizzly Man,"Werner Herzog's documentary film about the ""Grizzly Man"" Timothy Treadwell and what the thirteen summers in a National Park in Alaska were like in one man's attempt to protect the grizzly bears. The film is full of unique images and a look into the spirit of a man who sacrificed himself for nature.",11.497,https://image.tmdb.org/t/p/w500/nXIV2qGK9KkdkaOTzrpK87CuAGC.jpg,"In nature, there are boundaries. One man spent the last 13 years of his life crossing them.",Documentary,Discovery Docs,United States of America,English,"self-abandonment, life and death, unsociability, camping, rain, grizzly bear, human animal relationship, fox, biography, national park, alaska, animal rights, wildlife, ecology"
9822,Mighty Joe Young,6.2,742,Released,1998-12-25,0,114,/cRoJmTnxlZMV6BTN6F3uiWIMlmm.jpg,90000000,https://movies.disney.com/mighty-joe-young,tt0120751,en,Mighty Joe Young,"As a child living in Africa, Jill Young saw her mother killed while protecting wild gorillas from poachers led by Andrei Strasser. Now an adult, Jill cares for an orphaned gorilla named Joe -- who, due to a genetic anomaly, is 15 feet tall. When Gregg O'Hara arrives from California and sees the animal, he convinces Jill that Joe would be safest at his wildlife refuge. But Strasser follows them to the U.S., intent on capturing Joe for himself.",18.013,https://image.tmdb.org/t/p/w500/mvjyF85NJVWE0ipfdjoFiRNRLex.jpg,Survival is an instinct.,"Adventure, Family, Action, Fantasy","Walt Disney Pictures, RKO Pictures LLC",United States of America,"Swahili, English","dying and death, gorilla, uganda, poacher, remake, primatologist, giant ape, king kong"
429476,Hell Fest,5.633,741,Released,2018-09-27,18160930,89,/orfMBe5LbJG7pySD1dxHbLOHJ9r.jpg,5500000,https://www.hellfestmovie.com,tt1999890,en,Hell Fest,"On Halloween night at a horror theme park, a costumed killer begins slaying innocent patrons who believe that it's all part of the festivities.",13.268,https://image.tmdb.org/t/p/w500/qgLlnlrUtTKXkdrgMBwUfkyAkya.jpg,Fun going in. Hell getting out.,"Horror, Thriller","Valhalla Motion Pictures, Tucker Tooley Entertainment, Ingenuity Studios, Lionsgate",United States of America,English,"psychopath, halloween, serial killer, slasher, amusement park, psycho, halloween night"
209403,Bad Words,6.375,741,Released,2013-09-06,7800000,89,/8k4RMVFTGQugzNPSnQUYiiuccf9.jpg,9500000,,tt2170299,en,Bad Words,"A misanthropic man sets out to exact revenge on his estranged father, by finding a loophole and attempting to win the National Spelling Bee as an adult. Figuring it would destroy his father, and everything he's worked so hard for as head of the Spelling Bee Championship Organization, Guy Trilby eventually discovers winning isn't necessary for revenge, and that friendship is a blessing not a curse.",8.892,https://image.tmdb.org/t/p/w500/9ZOz1GTFsrfGZNziZHupOvqUdub.jpg,The end justifies the means,Comedy,"Darko Entertainment, Aggregate Films",United States of America,English,"competition, satire, spelling bee, unlikely friendship, anger issues"
12122,Village of the Damned,6.07,741,Released,1995-04-28,9418365,99,/r3XORFgCpGNZV6cf6aZIhOsUdpI.jpg,22000000,http://www.theofficialjohncarpenter.com/village-of-the-damned/,tt0114852,en,Village of the Damned,"An American village is visited by some unknown life form which leaves the women of the village pregnant. Nine months later, the babies are born, and they all look normal, but it doesn't take the ""parents"" long to realize that the kids are not human or humane.",11.491,https://image.tmdb.org/t/p/w500/70fg1uvZ4lyLpAHz44HPXCNpakW.jpg,Beware the children.,"Thriller, Horror, Science Fiction",Universal Pictures,United States of America,English,"pregnancy, village, alien life-form, alien, bewusstlosigkeit, doppelgänger"
11870,Big Fat Liar,5.831,741,Released,2002-02-08,52970014,88,/3mxZZMXNWz6rNJ8CikOa0IlqmFc.jpg,15000000,,tt0265298,en,Big Fat Liar,"After one of his class papers is stolen and turned into a movie, a young student and his best friend exact a hilarious, slapstick revenge on the Hollywood hot shot who has taken credit!",11.904,https://image.tmdb.org/t/p/w500/k1MkctTLNWthU2AUlX4qOCNBlPc.jpg,Two friends are about to cut one Hollywood big shot down to size.,"Family, Comedy, Adventure",Tollin/Robbins Productions,United States of America,English,"right and justice, screenplay, movie business, liar, revenge, prank, teen movie, hollywood, intellectual property"
467,The Hole,6.189,741,Released,2001-04-20,7819851,102,/o3PJPcTY40mUkj96P6wwhTIN9Rf.jpg,0,,tt0242527,en,The Hole,Four teenagers at a British private school secretly uncover and explore the depths of a sealed underground hole created decades ago as a possible bomb shelter.,13.872,https://image.tmdb.org/t/p/w500/zVDhZHjcE0ksNfFSsJVoxDdAYCJ.jpg,"Once you get in, you can't get out.","Crime, Drama, Horror, Thriller","Dimension Films, Cowboy Films, Film Council, Granada Productions, Impact Pictures, Pathé Pictures International, Canal+",United Kingdom,English,"jealousy, obsession, falsely accused, claustrophobia, bunker, thirst, group dynamics, bulimia, alibi, supernatural, murder, psychologist, celebration"
800510,Kimi,6.2,741,Released,2022-02-10,0,89,/mruT954ve6P1zquaRs6XG0hA5k9.jpg,3500000,https://www.hbomax.com/kimi,tt14128670,en,Kimi,"A tech worker with agoraphobia discovers recorded evidence of a violent crime but is met with resistance when she tries to report it. Seeking justice, she must do the thing she fears the most: leave her apartment.",23.089,https://image.tmdb.org/t/p/w500/okNgwtxIWzGsNlR3GsOS0i0Qgbn.jpg,She's not the only one listening.,"Crime, Thriller","New Line Cinema, HBO Max",United States of America,English,"seattle, washington, agoraphobia, mental illness, virus, covid-19"
1492,1492: Conquest of Paradise,6.214,741,Released,1992-10-09,7191399,154,/zvQxdWJ1Lb7JNF072EyHcx3kOvE.jpg,47000000,,tt0103594,en,1492: Conquest of Paradise,1492: Conquest of Paradise depicts Christopher Columbus’ discovery of The New World and his effect on the indigenous people.,18.364,https://image.tmdb.org/t/p/w500/glNQqBfVI9imY8TgenOwmWXbMff.jpg,"Centuries before the exploration of space, there was another voyage into the unknown.","Action, Adventure, Drama, History","Paramount, Gaumont, France 3 Cinéma, ABC Pictures, Due West, Cyrkfilms, Ministère de la culture, Spanish Ministry of Culture, Scott Free Productions, Légende Films","France, Spain, United Kingdom, United States of America","English, Latin, Spanish","indigenous, the new world, discovery of america, native american, 15th century, conquistador, age of discovery"
14926,Uptown Girls,6.631,740,Released,2003-08-15,44617342,92,/7TvehiVjzE9hMvnq94mOYjP8kGT.jpg,20000000,,tt0263757,en,Uptown Girls,"Molly Gunn, the freewheeling daughter of a deceased rock legend, is forced to get a job when her manager steals her money. As nanny for precocious Ray, the oft ignored daughter of a music executive she learns what it means to be an adult while teaching Ray how to be a child.",18.309,https://image.tmdb.org/t/p/w500/liazMoopc2fhWq1YlfwasQcvWu.jpg,They're about to teach each other how to act their age.,"Family, Comedy, Drama",GreeneStreet Films,United States of America,English,"new york city, nanny"
11074,Striking Distance,5.8,740,Released,1993-09-17,0,102,/ru9tQzugjeOflWGf8KaSyU8vjVn.jpg,0,,tt0108238,en,Striking Distance,"Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop, and goes on the record with his allegations. Demoted to water-way duty Tom, along with new partner Jo Christman, navigate the three rivers looking for clues and discovering bodies. This time the victims are women Tom knows, he must find the killer to prove his innocence.",14.575,https://image.tmdb.org/t/p/w500/1bLazrQWJQhO6u58vJZXJZ3ZFDh.jpg,"They shouldn't have put him in the water, if they didn't want him to make waves.","Crime, Action, Mystery, Thriller","Columbia Pictures, Arnon Milchan Productions",United States of America,English,"philadelphia, pennsylvania, boat, observer, serial killer, homicide detective"
